geneIDs	feature	id	fc	pval	qval	t_name	gene_name
MSTRG.1	transcript	8	1.81460047281195	0.0302861049286502	0.747658782231523	CHS.59443.1	RPS6KA1
MSTRG.1	transcript	9	1.24955929970582	0.648156842200783	0.97320033920444	CHS.59443.2	RPS6KA1
MSTRG.3	transcript	13	1.70572131935778	0.19666478581736	0.86934058073376	CHS.59447.1	SLC16A1
MSTRG.9	transcript	52	0.780676941507725	0.355118527201572	0.957417578222645	CHS.59493.1	TMEM42
MSTRG.11	transcript	71	1.01165301173774	0.946602767274531	0.999083379576179	CHS.59567.2	SURF6
MSTRG.13	transcript	76	0.817835236897485	0.396769981285007	0.970303180332009	CHS.59569.1	RPL7A
MSTRG.14	transcript	77	0.56686499140478	0.22995306044374	0.895090043302132	MSTRG.14.1	SURF1
MSTRG.14	transcript	79	0.731708563998043	0.0687547573791958	0.758677110973861	CHS.59570.2	SURF1
MSTRG.15	transcript	80	0.644974051053053	0.143172826156104	0.822118482679342	CHS.59571.1	SURF2
MSTRG.16	transcript	82	1.63523901035112	0.477339206431246	0.972351778004099	MSTRG.16.1	SURF4
MSTRG.16	transcript	86	1.04436179440784	0.783696576592657	0.980122936610123	CHS.59572.5	SURF4
MSTRG.16	transcript	89	0.838001780467964	0.655553541097833	0.97320033920444	CHS.59572.1	SURF4
MSTRG.18	transcript	96	0.921538672021334	0.50699966256988	0.972351778004099	CHS.59574.6	REXO4
MSTRG.20	transcript	103	0.908458450905575	0.571276513139192	0.972351778004099	CHS.59576.2	CACFD1
MSTRG.25	transcript	121	0.94172097478933	0.801760949448232	0.981511019828621	CHS.59606.1	RPS25
MSTRG.25	transcript	122	0.853060912761667	0.735248044579428	0.976120299852648	MSTRG.25.1	RPS25
MSTRG.26	transcript	124	0.875198060881311	0.738655058661607	0.976621541138412	CHS.59607.2	TRAPPC4
MSTRG.27	transcript	131	0.991391464110012	0.979617889834447	0.999083379576179	CHS.59608.5	SLC37A4
MSTRG.27	transcript	132	1.09237859913374	0.685056367924249	0.974061538900922	MSTRG.27.2	SLC37A4
MSTRG.27	transcript	134	1.33776255847538	0.690227937628872	0.974061538900922	CHS.59608.2	SLC37A4
MSTRG.27	transcript	137	1.40406104394002	0.250794868699703	0.913594601540775	MSTRG.27.1	SLC37A4
MSTRG.28	transcript	138	0.640200430779404	0.272571161659021	0.923491096142596	CHS.59609.1	HYOU1
MSTRG.28	transcript	139	0.830423747430968	0.700930592845877	0.974061538900922	CHS.59609.2	HYOU1
MSTRG.29	transcript	141	0.858306227583674	0.364705674888553	0.960233612964185	CHS.59610.2	VPS11
MSTRG.33	transcript	149	0.602434945555183	0.0391319512866484	0.747658782231523	CHS.59793.1	FBL
MSTRG.34	transcript	151	0.925682776655439	0.669903439708672	0.97320033920444	CHS.130379	PRR13P5
MSTRG.35	transcript	152	0.68570274988719	0.0752248000209835	0.758677110973861	CHS.59795.1	PSMC4
MSTRG.36	transcript	161	0.68622750690975	0.175168656002194	0.845480166889699	CHS.59926.1	NDUFA6
MSTRG.38	transcript	172	1.23899985955545	0.774200463607577	0.980122936610123	CHS.59947.2	CYP2D6
MSTRG.40	transcript	176	1.16146757255001	0.829774133583636	0.985803623966453	CHS.59950.1	LOC101929829
MSTRG.40	transcript	194	0.871769381270651	0.75670764334186	0.978958549984761	MSTRG.40.4	LOC101929829
MSTRG.45	transcript	217	1.58102319844112	0.174119768702946	0.844885292358884	CHS.59432.1	RCC2
MSTRG.48	transcript	230	1.82941798611533	0.260828000614266	0.92030818322797	CHS.59501.1	RYBP
MSTRG.49	transcript	254	0.802415558464086	0.136728889522626	0.812545561572518	CHS.59614.1	LOC100506248
MSTRG.50	transcript	255	0.553875933580112	0.162599475154656	0.835336209535804	CHS.69360.1	MIR1244-4
MSTRG.57	transcript	265	4.02344846603833	0.0362122618593193	0.747658782231523	CHS.59620.1	DUSP16
MSTRG.59	transcript	270	1.41597445209647	0.303544557482654	0.938036669534351	CHS.59624.1	MLXIP
MSTRG.66	transcript	301	0.734527659204597	0.168405495452265	0.843337972370886	CHS.130343	RPL41P2
MSTRG.71	transcript	344	0.963759756121834	0.865744654797299	0.990651465988683	CHS.130351	HMGN2P5
MSTRG.72	transcript	346	1.10270849549403	0.805117437993792	0.981948703329783	CHS.130353	SYNGR2P1
MSTRG.75	transcript	418	1.1010310690422	0.697004450678708	0.974061538900922	CHS.59692.2	KLF13
MSTRG.80	transcript	476	0.761595499120156	0.56803810526191	0.972351778004099	CHS.59395.1	PRAMEF4
MSTRG.87	transcript	519	5.56211581430337	0.221845706917717	0.888131619629336	CHS.130242.2	IGKV1-5
MSTRG.87	transcript	520	4.99250255631566	0.251196471847111	0.913663203824762	MSTRG.87.1	MSTRG.87
MSTRG.87	transcript	521	0.991123270111065	0.992465985696966	0.999375529130579	MSTRG.87.2	MSTRG.87
MSTRG.87	transcript	522	1.99859137630729	0.665887815850857	0.97320033920444	CHS.130242.5	IGKV1-5
MSTRG.87	transcript	526	1.73491219122336	0.491324678179951	0.972351778004099	CHS.130243.2	IGKV1-6
MSTRG.87	transcript	527	0.669702315346739	0.777953035335214	0.980122936610123	CHS.130243.3	IGKV1-6
MSTRG.90	transcript	532	2.16504807648678	0.467527725702506	0.972351778004099	CHS.130244.2	IGKV3-7
MSTRG.90	transcript	533	2.65729904815894	0.0386121728675339	0.747658782231523	CHS.130244.5	IGKV3-7
MSTRG.91	transcript	535	4.17505212401358	0.310960237348789	0.941325540342473	CHS.130245.1	IGKV1-8
MSTRG.91	transcript	536	2.98573511317527	0.452407621414257	0.972351778004099	CHS.130245.5	IGKV1-8
MSTRG.87	transcript	537	1.00388490256346	0.997791347414043	0.999800024896458	CHS.130246.4	IGKV1-9
MSTRG.87	transcript	538	4.93175811542408	0.220942920372343	0.888101016839599	CHS.130246.1	IGKV1-9
MSTRG.87	transcript	539	1.94621654334018	0.666239232371194	0.97320033920444	CHS.130246.5	IGKV1-9
MSTRG.92	transcript	546	0.68702303293167	0.77134531278148	0.980122936610123	CHS.130248.6	IGKV3-11
MSTRG.92	transcript	547	6.65157910371755	0.194978173791561	0.866937521651789	CHS.130248.2	IGKV3-11
MSTRG.92	transcript	548	4.06831839897069	0.0613846072776809	0.754980346617817	CHS.130248.5	IGKV3-11
MSTRG.93	transcript	554	0.705413128949232	0.737274181403688	0.976621541138412	CHS.130249.6	IGKV1-12
MSTRG.93	transcript	555	2.7120133038532	0.414641553837701	0.972351778004099	CHS.130249.1	IGKV1-12
MSTRG.93	transcript	556	0.644562385434773	0.530870604467513	0.972351778004099	CHS.130249.3	IGKV1-12
MSTRG.94	transcript	557	1.02944084589005	0.952140381131221	0.999083379576179	CHS.130250.6	IGKV1-13
MSTRG.94	transcript	558	2.72131258108003	0.394064070544736	0.970039373146484	CHS.130250.1	IGKV1-13
MSTRG.94	transcript	559	4.65972763740973	0.0630767470863329	0.754980346617817	CHS.130250.5	IGKV1-13
